type,date(yyyyMMddHHmmss),author,message,latitude,longitude, location
mbdata,20140123184900.00 ,joyce101,RT @AbilaPost The location of the fire has been identified as the Dancing Dolphin Apartment complex #AbilaPost,,,
mbdata,20140123184900.00 ,vonneka,RT @HomelandIlluminations Staff reporter en route to fire at Madeg. Reports of fire trucks on site. #HI,,,
mbdata,20140123184900.00 ,sarajane,RT @HomelandIlluminations No word yet on residents in Dancing Dolphin. #HI,,,
mbdata,20140123184900.00 ,jaques,RT @HomelandIlluminations No word yet on residents in Dancing Dolphin. #HI,,,
mbdata,20140123184900.00 ,klingon4real,RT @HomelandIlluminations No word yet on residents in Dancing Dolphin. #HI,,,
mbdata,20140123184900.00 ,dtennent,RT @HomelandIlluminations Police report the building is being searched for occupants. #HI,,,
mbdata,20140123184900.00 ,sarajane,RT @HomelandIlluminations Police report the building is being searched for occupants. #HI,,,
mbdata,20140123184900.00 ,brandonL,RT @HomelandIlluminations Residents  trickling out of Dancing Dolphin. #HI,,,
mbdata,20140123184902.00 ,worldWatcher,RT @mamin Is anyone taking donations for #AbilaFire?,,,
mbdata,20140123184902.00 ,KronosQuoth,"If you want to lift yourself up, lift up someone else.  #KronosStar #POKRally",,,
mbdata,20140123184902.00 ,carjunkers,"I lost a bunch of weight, this stuff works! look at news article diet.kronos/starvenow  #abila #bestfood",,,
mbdata,20140123184902.00 ,carjunkers,I got cheap medication online without a prescription meds.kronos/cheapmeds #kronos #abila,,,
mbdata,20140123184902.00 ,KronosQuoth,"In my experience, there is only one motivation, and that is desire. No reasons or principle contain it or stand against it.  #POKRally #HI",,,
mbdata,20140123184903.00 ,phantomagate,RT @KronosStar Abila Fire Department has dispatched an ambulance to assist at the Dancing Dolphin fire. #KronosStar,,,
mbdata,20140123184903.00 ,worldWatcher,RT @KronosStar Abila Fire Department has dispatched an ambulance to assist at the Dancing Dolphin fire. #KronosStar,,,
mbdata,20140123184903.00 ,sithLordJames,RT @KronosStar Abila Fire Department has dispatched an ambulance to assist at the Dancing Dolphin fire. #KronosStar,,,
mbdata,20140123184903.00 ,wireHead1122,RT @Viktor-E Bert Hanns tells rally how he draws inspiration from the historical persons,,,
mbdata,20140123184919.00 ,klingon4real,RT @InternationalNews Fire growing at the Dancing Dolphin fire. #abila #IntNews,,,
mbdata,20140123184919.00 ,luvMyPants,RT @InternationalNews Fire growing at the Dancing Dolphin fire. #abila #IntNews,,,
mbdata,20140123184922.00 ,stolkfair,RT @Viktor-E Viktor-E sings 'Stand Up Speak Up'. Sing along! lyrics available on your mobile device at Viktor-E.kronos/ourmusic/standupspeakup,,,
mbdata,20140123184924.00 ,KronosQuoth,Everything youve ever wanted is on the other side of fear.  #KronosStar #POKRally,,,
mbdata,20140123184943.00 ,Viktor-E,"Bert quotes Gandhi """"the difference between what we do and what we can do would solve the world's problems""""""""",,,
ccdata,20140123184943.00 ,,TRAFFIC STOP,,,Rist Way / N. Desafio St
mbdata,20140123184947.00 ,rrWine,RT @maha_Homeland Dr. Newman conclused her remarks. Viktor-E set to return to the stage.,,,
mbdata,20140123184955.00 ,KronosQuoth,Change your thoughts and you change your world.  #KronosStar #POKRally,,,
mbdata,20140123184955.00 ,KronosQuoth,You may only succeed if you desire succeeding; you may only fail if you do not mind failing.  #POKRally #HI,,,
mbdata,20140123184955.00 ,KronosQuoth,"If you do what youve always done, youll get what youve always gotten.  #KronosStar #POKRally",,,
mbdata,20140123184955.00 ,KronosQuoth,An unexamined life is not worth living.  #KronosStar #POKRally,,,
mbdata,20140123184957.00 ,BlueVelvet,RT @KronosStar Abila PD has called for additional support. #KronosStar,,,
mbdata,20140123185000.00 ,plasticParts,RT @HomelandIlluminations No word yet on residents in Dancing Dolphin. #HI,,,
mbdata,20140123185000.00 ,courage4life,RT @trollingsnark Srsly!? Did the government make a helpless victim bot? They expect us to buy this? #noway,,,
mbdata,20140123185003.00 ,brain448,RT @KronosStar Abila Fire Department has dispatched an ambulance to assist at the Dancing Dolphin fire. #KronosStar,,,
mbdata,20140123185003.00 ,blueSunshine,RT @KronosStar Abila Fire Department has dispatched an ambulance to assist at the Dancing Dolphin fire. #KronosStar,,,
mbdata,20140123185021.00 ,soup4u,RT @KronosStar Police have arrived at the fire and are helping manage the scene. #KronosStar,,,
mbdata,20140123185021.00 ,AbilaPost,reports that the top three floors are under renovation @dancingdolphin #AbilaPost,,,
mbdata,20140123185021.00 ,HomelandIlluminations,Residents report top floors of apartments were unoccupied. #HI,,,
mbdata,20140123185021.00 ,AbilaFireDept,?,,,
mbdata,20140123185021.00 ,powercrystals,Join the Movement rally.kronos/FriendsOfLLM #Rally,,,
mbdata,20140123185021.00 ,Viktor-E,Thank you to all our followers!,,,
mbdata,20140123185021.00 ,truthforcadau,guess i need to find out about Hilel the Elder? anybody know? #inspiration #viktor-e,36.051,24.854,
ccdata,20140123185021.00 ,,DISTURBANCE-NOISE,,,2491 N. Thessalias St
mbdata,20140123185022.00 ,KronosQuoth,"Build your own dreams, or someone else will hire you to build theirs.  #KronosStar #POKRally",,,
mbdata,20140123185022.00 ,KronosQuoth,The distance between insanity and genius is measured only by success.  #POKRally #HI,,,
mbdata,20140123185022.00 ,KronosQuoth,I am not a product of my circumstances. I am a product of my decisions.  #KronosStar #POKRally,,,
mbdata,20140123185048.00 ,KronosQuoth,"Ask and it will be given to you; search, and you will find; knock and the door will be opened for you.  #KronosStar #POKRally",,,
mbdata,20140123185048.00 ,KronosQuoth,"Winning isnt everything, but wanting to win is.  #KronosStar #POKRally",,,
mbdata,20140123185057.00 ,wireHead1122,RT @KronosStar Abila PD has called for additional support. #KronosStar,,,
mbdata,20140123185057.00 ,lordWally,RT @KronosStar Abila PD has called for additional support. #KronosStar,,,
mbdata,20140123185059.00 ,worldWatcher,RT @trollingsnark @HI Of course there's nothing on the residents. THere has to be residents in the first place,,,
mbdata,20140123185100.00 ,vonneka,RT @HomelandIlluminations Police report the building is being searched for occupants. #HI,,,
mbdata,20140123185100.00 ,blueSunshine,RT @kingWilly Say a prayer for our neighbors #dansingdolfinfire,,,
mbdata,20140123185100.00 ,vetsRock,RT @HomelandIlluminations Residents  trickling out of Dancing Dolphin. #HI,,,
mbdata,20140123185103.00 ,gardener4958,RT @KronosStar Abila Fire Department has dispatched an ambulance to assist at the Dancing Dolphin fire. #KronosStar,,,
mbdata,20140123185109.00 ,jaques,RT @AbilaPost unclear how many people are still inside the building #AbilaPost,,,
mbdata,20140123185110.00 ,KronosQuoth,The best reason to start an organization is to make meaning; to create a product or service to make the world a better place.  #POKRally #HI,,,
mbdata,20140123185119.00 ,jgrobannne,RT @InternationalNews Fire growing at the Dancing Dolphin fire. #abila #IntNews,,,
mbdata,20140123185138.00 ,KronosQuoth,"Waste not, want not  #KronosStar #POKRally",,,
mbdata,20140123185138.00 ,KronosQuoth,"If you don't value your time, neither will others. Stop giving away your time and talents- start charging for it.  #POKRally #HI",,,
mbdata,20140123185157.00 ,vonneka,RT @KronosStar Abila PD has called for additional support. #KronosStar,,,
mbdata,20140123185159.00 ,brandonL,RT @jenny90210 Pulled 14 hour shift last night - have to go in again at midnight. So what happens? fire trucks screaming down the street. #norest,,,
mbdata,20140123185200.00 ,stolkfair,RT @HomelandIlluminations Residents  trickling out of Dancing Dolphin. #HI,,,
mbdata,20140123185200.00 ,AbilaFireDept,Abila Fire Department fire truck #23 has arrived at Dancing Dolphin apartment #AFD,,,
mbdata,20140123185200.00 ,martaO,What's up with this traffic?,,,
ccdata,20140123185200.00 ,,ALARM-SECURE NO CRIME,,,3671 N. Valmai St
mbdata,20140123185200.00 ,superhero447,"I lost a bunch of weight, this stuff works! look at news article diet.kronos/starvenow  #abila #bestfood",,,
mbdata,20140123185200.00 ,KronosQuoth,No one can make you feel inferior without your consent.  #POKRally #HI,,,
mbdata,20140123185200.00 ,rockinHW,Hi! I advise you to visit this link hottips.kronos/trading #abila,,,
mbdata,20140123185200.00 ,KronosQuoth,Too many of us are not living our dreams because we are living our fears.  #KronosStar #POKRally,,,
mbdata,20140123185202.00 ,phantomagate,RT @truccotrucco heading to gelatogalore! whos with me?,,,
mbdata,20140123185214.00 ,KronosStar,Flames are shooting from the windows on the second floor.  #KronosStar,,,
mbdata,20140123185214.00 ,HomelandIlluminations,Flames visible on 2nd floor. #HI,,,
mbdata,20140123185214.00 ,GreyCatCollectibles,where's all the people from upstairs?,,,
mbdata,20140123185214.00 ,unicorns,#dancingdolphin full of #dancingfire. #danzamacabra,,,
mbdata,20140123185219.00 ,InternationalNews,Flames are shooting from the windows on the second floor. #Abila #IntNews,,,
mbdata,20140123185219.00 ,AbilaPost,third fire truck has arrived on the scene #AbilaPost,,,
mbdata,20140123185219.00 ,HomelandIlluminations,Firemen still clearing building. #HI,,,
mbdata,20140123185219.00 ,trollingsnark,Pictures are totally shopped #yeahright,,,
mbdata,20140123185219.00 ,OnlytheTruth,"MOAR FIRE! Really, thatz it?? pahetic",,,
mbdata,20140123185219.00 ,POK,"The crowd cheers as Viktor-E sings their hit """"Stand Up Speak Up""""""""",,,
mbdata,20140123185221.00 ,GreyCatCollectibles,haven't seen anyone from 3 yet,,,
mbdata,20140123185221.00 ,junkieduck113,How's your credit rating? Need a boost? fixit.kronos/creditratings #abila #badcredit,,,
mbdata,20140123185221.00 ,KronosQuoth,Successful entrepreneurs are givers and not takers of positive energy.  #POKRally #HI,,,
mbdata,20140123185221.00 ,KronosQuoth,You cant fall if you dont climb.  But theres no joy in living your whole life on the ground.  #KronosStar #POKRally,,,
mbdata,20140123185225.00 ,soulofShi,kindafun watching the fire #pyroatheart,,,
mbdata,20140123185225.00 ,anaregents,"Viktor-e is playing """"stand up speak up"""" inspired by Ghandi very moving song""""",,,
mbdata,20140123185227.00 ,AbilaPost,Residents?continue making their way out of the apartment building unclear how many are still inside #AbilaPost,,,
mbdata,20140123185227.00 ,GreyCatCollectibles,haven't heard from rachel in days. hope she's off on vaca somewhere,,,
mbdata,20140123185227.00 ,Officia1AbilaPost,Death toll mounts - #kronoskidnapping. smad.co.kronos/383n28q,,,
mbdata,20140123185228.00 ,KronosStar,Firemen are helping evacuate the building. #KronosStar,,,
mbdata,20140123185228.00 ,GreyCatCollectibles,and not in her apt,,,
mbdata,20140123185237.00 ,InternationalNews,Evacuation in fire in Dancing Dolphin #IntNews,,,
mbdata,20140123185237.00 ,AbilaPost,firefighters have assisted several residents out of the building #AFD #heroes?#AbilaPost,,,
mbdata,20140123185237.00 ,windAvatar,feel slightly guilty but can't look away #schadenfreude,,,
mbdata,20140123185237.00 ,martaO,Never seen traffic like this before. #notmoving #gridlock youd thinkt his was a #realcity,,,
ccdata,20140123185237.00 ,,INCOMPLETE CALL FOR POLICE,,,N/A
mbdata,20140123185241.00 ,KronosQuoth,You can't connect the dots looking forward; you can only connect them looking backwards. #POKRally #HI,,,
mbdata,20140123185241.00 ,KronosQuoth,Life is 10% what happens to me and 90% of how I react to it.  #KronosStar #POKRally,,,
mbdata,20140123185241.00 ,KronosQuoth,"I find that the harder I work, the more luck I seem to have.  #POKRally #HI",,,
mbdata,20140123185241.00 ,KronosQuoth,Either write something worth reading or do something worth writing.  #KronosStar #POKRally,,,
mbdata,20140123185257.00 ,zengardener,RT @KronosStar Abila PD has called for additional support. #KronosStar,,,
mbdata,20140123185257.00 ,wireHead1122,RT @KronosStar Abila PD has called for additional support. #KronosStar,,,
mbdata,20140123185302.00 ,CentralBulletin,firefighters assisting residents out of Dancing Dolphin fire #Abila #CentralBulletin,,,
mbdata,20140123185302.00 ,redisrad,so many sirens,,,
mbdata,20140123185302.00 ,OnlytheTruth,Dang! Missed one!,,,
mbdata,20140123185310.00 ,KronosStar,Paramedics have arrived at the scene and are treating some of the evacuated residents for smoke inhalation. #KronosStar #DancingDolphinFire,,,
mbdata,20140123185310.00 ,HomelandIlluminations,Three fire engines and several police units at site.  Residents are being evacuated. #HI,,,
mbdata,20140123185310.00 ,AbilaFireDept,Abila Fire Department has ordered the evacuation of nearby buildings as a precaution for fire at Achilleos & Madeg?#AFD,,,
mbdata,20140123185310.00 ,katrina,just got called into the hospital - staffing up just in case #abilafire,,,
mbdata,20140123185310.00 ,trollingsnark,Yup yup come right in. Time to take you in for reeducation.... I mean medical attention. #trustus,,,
mbdata,20140123185310.00 ,Viktor-E,"'Stand Up Speak Up"""" has been covered by other bands across the world. see a mix at Viktor-E.kronos/ourmusic/standupspeakup/world""""",,,
mbdata,20140123185310.00 ,truthforcadau,"Viktor-E playing my favorite """"Stand up Speak up""""! #POKRallyinthepark""""",36.051,24.854,
mbdata,20140123185311.00 ,KronosQuoth,"I find that when you have a real interest in life and a curious life, that sleep is not the most important thing.  #POKRally #HI",,,
mbdata,20140123185311.00 ,KronosQuoth,"If you want to lift yourself up, lift up someone else.  #KronosStar #POKRally",,,
mbdata,20140123185314.00 ,gardener4958,RT @GreyCatCollectibles where's all the people from upstairs?,,,
mbdata,20140123185319.00 ,dtennent,"RT @OnlytheTruth MOAR FIRE! Really, thatz it?? pahetic",,,
mbdata,20140123185319.00 ,soup4u,"RT @POK The crowd cheers as Viktor-E sings their hit """"Stand Up Speak Up""""""""",,,
mbdata,20140123185321.00 ,phantomagate,RT @AbilaFireDept ?,,,
mbdata,20140123185327.00 ,wiseWords,RT @AbilaPost Residents?continue making their way out of the apartment building unclear how many are still inside #AbilaPost,,,
mbdata,20140123185327.00 ,farmboy,RT @AbilaPost Residents?continue making their way out of the apartment building unclear how many are still inside #AbilaPost,,,
mbdata,20140123185327.00 ,luvMyPants,RT @AbilaPost Residents?continue making their way out of the apartment building unclear how many are still inside #AbilaPost,,,
mbdata,20140123185328.00 ,muppiesRock,RT @KronosStar Firemen are helping evacuate the building. #KronosStar,,,
mbdata,20140123185337.00 ,BlueVelvet,RT @AbilaPost firefighters have assisted several residents out of the building #AFD #heroes?#AbilaPost,,,
mbdata,20140123185340.00 ,whiteprotein,"Gain over 1,000 followers a week by using: getem.kronos/followers #abilaFinest #followme",,,
mbdata,20140123185340.00 ,KronosQuoth,"People often say that motivation doesn't last. Well, neither does bathing - that's why we recommend it daily.  #POKRally #HI",,,
mbdata,20140123185402.00 ,siliconKing,RT @redisrad so many sirens,,,
mbdata,20140123185407.00 ,KronosQuoth,"Waste not, want not  #KronosStar #POKRally",,,
mbdata,20140123185407.00 ,KronosQuoth,I attribute my success to this: I never gave or took any excuse.  #KronosStar #POKRally,,,
mbdata,20140123185407.00 ,hotdrugs225,How's your credit rating? Need a boost? fixit.kronos/creditratings #abila #badcredit,,,
mbdata,20140123185407.00 ,KronosQuoth,Failure is the condiment that gives success its flavor.  #POKRally #HI,,,
